Feeder 1: HELICS interfaces created.
Feeder config: case=/home/teng/benchmark_118_10_8500_Andes_OpenDSS/13Bus/IEEE13Nodeckt.dss voltage_bus=650 power_topic=Feeder1_Power voltage_topic=TxInterfaceVoltage broker=tcp://127.0.0.1:23671 interface_base=100.000 MVA load_scale=1.000 uninterruptible=False
Feeder: co-simulation step schedule = 0.005s until t=1.580s, then 0.020s
Feeder FIDVR config: disabled.
Feeder 1: initial guess TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 Stage=DISABLED AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu
Feeder 1: pre-fault health source_v=1.030000 pu dist_bus=650 dist_v=1.029844 pu alert=650 |V1| alert_v=1.029844 pu min_expected=0.950 pu
Feeder 1: entered HELICS initialization mode.
[Feeder01 init 01] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=inf dS=3.013e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
[Feeder01 init 02] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=1.930e-03 dS=1.685e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
[Feeder01 init 03] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=0.000e+00 dS=1.848e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
Feeder 1: initialization handshake converged.
Feeder 1: target simulation time = 4.000 s
[Feeder01] iter=000001 t_granted=0.005s (t_req=0.005s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871418 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000350 t_granted=1.175s (t_req=1.180s, dt=0.005s) state=ITERATING | Vupdate=True V=1.028165 pu ang=-1.268864 deg | DistBus=650 Vavg=1.028009 pu Va=1.027983 pu Vb=1.028041 pu Vc=1.028003 pu Vpos=1.028009 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.028009 pu AlertVpos=1.028009 pu AlertVavg=1.028009 pu | TotalPower=-3599.71 kW, -1699.89 kvar | Pub=0.035997+j0.016999 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028165 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000351 t_granted=1.180s (t_req=1.180s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.028165 pu ang=-1.268864 deg | DistBus=650 Vavg=1.028009 pu Va=1.027983 pu Vb=1.028041 pu Vc=1.028003 pu Vpos=1.028009 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.028009 pu AlertVpos=1.028009 pu AlertVavg=1.028009 pu | TotalPower=-3599.74 kW, -1699.91 kvar | Pub=0.035997+j0.016999 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028165 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000352 t_granted=1.180s (t_req=1.185s, dt=0.005s) state=ITERATING | Vupdate=True V=1.028120 pu ang=-1.267226 deg | DistBus=650 Vavg=1.027964 pu Va=1.027938 pu Vb=1.027996 pu Vc=1.027958 pu Vpos=1.027964 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027964 pu AlertVpos=1.027964 pu AlertVavg=1.027964 pu | TotalPower=-3599.64 kW, -1699.93 kvar | Pub=0.035996+j0.016999 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028120 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000353 t_granted=1.185s (t_req=1.185s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.028120 pu ang=-1.267226 deg | DistBus=650 Vavg=1.027964 pu Va=1.027938 pu Vb=1.027996 pu Vc=1.027958 pu Vpos=1.027964 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027964 pu AlertVpos=1.027964 pu AlertVavg=1.027964 pu | TotalPower=-3599.67 kW, -1699.96 kvar | Pub=0.035997+j0.017000 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028120 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000354 t_granted=1.185s (t_req=1.190s, dt=0.005s) state=ITERATING | Vupdate=True V=1.028078 pu ang=-1.265642 deg | DistBus=650 Vavg=1.027922 pu Va=1.027896 pu Vb=1.027954 pu Vc=1.027916 pu Vpos=1.027922 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027922 pu AlertVpos=1.027922 pu AlertVavg=1.027922 pu | TotalPower=-3599.57 kW, -1699.97 kvar | Pub=0.035996+j0.017000 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028078 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000355 t_granted=1.190s (t_req=1.190s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.028078 pu ang=-1.265642 deg | DistBus=650 Vavg=1.027922 pu Va=1.027896 pu Vb=1.027954 pu Vc=1.027916 pu Vpos=1.027922 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027922 pu AlertVpos=1.027922 pu AlertVavg=1.027922 pu | TotalPower=-3599.60 kW, -1700.00 kvar | Pub=0.035996+j0.017000 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028078 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000356 t_granted=1.190s (t_req=1.195s, dt=0.005s) state=ITERATING | Vupdate=True V=1.028039 pu ang=-1.264115 deg | DistBus=650 Vavg=1.027883 pu Va=1.027857 pu Vb=1.027915 pu Vc=1.027877 pu Vpos=1.027883 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027883 pu AlertVpos=1.027883 pu AlertVavg=1.027883 pu | TotalPower=-3599.52 kW, -1700.02 kvar | Pub=0.035995+j0.017000 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028039 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000357 t_granted=1.195s (t_req=1.195s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.028039 pu ang=-1.264115 deg | DistBus=650 Vavg=1.027883 pu Va=1.027857 pu Vb=1.027915 pu Vc=1.027877 pu Vpos=1.027883 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027883 pu AlertVpos=1.027883 pu AlertVavg=1.027883 pu | TotalPower=-3599.54 kW, -1700.04 kvar | Pub=0.035995+j0.017000 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028039 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000358 t_granted=1.195s (t_req=1.200s, dt=0.005s) state=ITERATING | Vupdate=True V=1.028003 pu ang=-1.262649 deg | DistBus=650 Vavg=1.027847 pu Va=1.027821 pu Vb=1.027879 pu Vc=1.027841 pu Vpos=1.027847 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027847 pu AlertVpos=1.027847 pu AlertVavg=1.027847 pu | TotalPower=-3599.47 kW, -1700.06 kvar | Pub=0.035995+j0.017001 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028003 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000359 t_granted=1.200s (t_req=1.200s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.028003 pu ang=-1.262649 deg | DistBus=650 Vavg=1.027847 pu Va=1.027821 pu Vb=1.027879 pu Vc=1.027841 pu Vpos=1.027847 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027847 pu AlertVpos=1.027847 pu AlertVavg=1.027847 pu | TotalPower=-3599.50 kW, -1700.08 kvar | Pub=0.035995+j0.017001 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028003 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000360 t_granted=1.200s (t_req=1.205s, dt=0.005s) state=ITERATING | Vupdate=True V=1.027969 pu ang=-1.261247 deg | DistBus=650 Vavg=1.027813 pu Va=1.027787 pu Vb=1.027845 pu Vc=1.027807 pu Vpos=1.027813 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027813 pu AlertVpos=1.027813 pu AlertVavg=1.027813 pu | TotalPower=-3599.43 kW, -1700.10 kvar | Pub=0.035994+j0.017001 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027969 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000361 t_granted=1.205s (t_req=1.205s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.027969 pu ang=-1.261247 deg | DistBus=650 Vavg=1.027813 pu Va=1.027787 pu Vb=1.027845 pu Vc=1.027807 pu Vpos=1.027813 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027813 pu AlertVpos=1.027813 pu AlertVavg=1.027813 pu | TotalPower=-3599.45 kW, -1700.12 kvar | Pub=0.035995+j0.017001 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027969 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000362 t_granted=1.205s (t_req=1.210s, dt=0.005s) state=ITERATING | Vupdate=True V=1.025506 pu ang=-1.807331 deg | DistBus=650 Vavg=1.025349 pu Va=1.025323 pu Vb=1.025382 pu Vc=1.025343 pu Vpos=1.025349 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.025349 pu AlertVpos=1.025349 pu AlertVavg=1.025349 pu | TotalPower=-3596.04 kW, -1702.91 kvar | Pub=0.035960+j0.017029 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.025506 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000363 t_granted=1.210s (t_req=1.210s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.025506 pu ang=-1.807331 deg | DistBus=650 Vavg=1.025349 pu Va=1.025323 pu Vb=1.025382 pu Vc=1.025343 pu Vpos=1.025349 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.025349 pu AlertVpos=1.025349 pu AlertVavg=1.025349 pu | TotalPower=-3596.27 kW, -1703.10 kvar | Pub=0.035963+j0.017031 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.025506 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000364 t_granted=1.210s (t_req=1.215s, dt=0.005s) state=ITERATING | Vupdate=True V=1.025693 pu ang=-1.821120 deg | DistBus=650 Vavg=1.025536 pu Va=1.025510 pu Vb=1.025569 pu Vc=1.025530 pu Vpos=1.025536 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.025536 pu AlertVpos=1.025536 pu AlertVavg=1.025536 pu | TotalPower=-3596.66 kW, -1702.99 kvar | Pub=0.035967+j0.017030 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.025693 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000365 t_granted=1.215s (t_req=1.215s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.025693 pu ang=-1.821120 deg | DistBus=650 Vavg=1.025536 pu Va=1.025510 pu Vb=1.025569 pu Vc=1.025530 pu Vpos=1.025536 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.025536 pu AlertVpos=1.025536 pu AlertVavg=1.025536 pu | TotalPower=-3596.52 kW, -1702.88 kvar | Pub=0.035965+j0.017029 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.025693 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000366 t_granted=1.215s (t_req=1.220s, dt=0.005s) state=ITERATING | Vupdate=True V=1.025877 pu ang=-1.832540 deg | DistBus=650 Vavg=1.025720 pu Va=1.025694 pu Vb=1.025753 pu Vc=1.025714 pu Vpos=1.025720 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.025720 pu AlertVpos=1.025720 pu AlertVavg=1.025720 pu | TotalPower=-3596.89 kW, -1702.76 kvar | Pub=0.035969+j0.017028 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.025877 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000367 t_granted=1.220s (t_req=1.220s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.025877 pu ang=-1.832540 deg | DistBus=650 Vavg=1.025720 pu Va=1.025694 pu Vb=1.025753 pu Vc=1.025714 pu Vpos=1.025720 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.025720 pu AlertVpos=1.025720 pu AlertVavg=1.025720 pu | TotalPower=-3596.76 kW, -1702.66 kvar | Pub=0.035968+j0.017027 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.025877 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000368 t_granted=1.220s (t_req=1.225s, dt=0.005s) state=ITERATING | Vupdate=True V=1.026056 pu ang=-1.841888 deg | DistBus=650 Vavg=1.025899 pu Va=1.025873 pu Vb=1.025932 pu Vc=1.025893 pu Vpos=1.025899 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.025899 pu AlertVpos=1.025899 pu AlertVavg=1.025899 pu | TotalPower=-3597.12 kW, -1702.54 kvar | Pub=0.035971+j0.017025 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.026056 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000369 t_granted=1.225s (t_req=1.225s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.026056 pu ang=-1.841888 deg | DistBus=650 Vavg=1.025899 pu Va=1.025873 pu Vb=1.025932 pu Vc=1.025893 pu Vpos=1.025899 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.025899 pu AlertVpos=1.025899 pu AlertVavg=1.025899 pu | TotalPower=-3596.99 kW, -1702.44 kvar | Pub=0.035970+j0.017024 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.026056 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000370 t_granted=1.225s (t_req=1.230s, dt=0.005s) state=ITERATING | Vupdate=True V=1.026230 pu ang=-1.849577 deg | DistBus=650 Vavg=1.026073 pu Va=1.026047 pu Vb=1.026106 pu Vc=1.026067 pu Vpos=1.026073 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.026073 pu AlertVpos=1.026073 pu AlertVavg=1.026073 pu | TotalPower=-3597.34 kW, -1702.33 kvar | Pub=0.035973+j0.017023 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.026230 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000371 t_granted=1.230s (t_req=1.230s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.026230 pu ang=-1.849577 deg | DistBus=650 Vavg=1.026073 pu Va=1.026047 pu Vb=1.026106 pu Vc=1.026067 pu Vpos=1.026073 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.026073 pu AlertVpos=1.026073 pu AlertVavg=1.026073 pu | TotalPower=-3597.21 kW, -1702.23 kvar | Pub=0.035972+j0.017022 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.026230 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000372 t_granted=1.230s (t_req=1.235s, dt=0.005s) state=ITERATING | Vupdate=True V=1.026401 pu ang=-1.855928 deg | DistBus=650 Vavg=1.026244 pu Va=1.026218 pu Vb=1.026277 pu Vc=1.026238 pu Vpos=1.026244 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.026244 pu AlertVpos=1.026244 pu AlertVavg=1.026244 pu | TotalPower=-3597.56 kW, -1702.12 kvar | Pub=0.035976+j0.017021 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.026401 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000373 t_granted=1.235s (t_req=1.235s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.026401 pu ang=-1.855928 deg | DistBus=650 Vavg=1.026244 pu Va=1.026218 pu Vb=1.026277 pu Vc=1.026238 pu Vpos=1.026244 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.026244 pu AlertVpos=1.026244 pu AlertVavg=1.026244 pu | TotalPower=-3597.43 kW, -1702.02 kvar | Pub=0.035974+j0.017020 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.026401 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000374 t_granted=1.235s (t_req=1.240s, dt=0.005s) state=ITERATING | Vupdate=True V=1.026568 pu ang=-1.861198 deg | DistBus=650 Vavg=1.026412 pu Va=1.026385 pu Vb=1.026444 pu Vc=1.026405 pu Vpos=1.026412 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.026412 pu AlertVpos=1.026412 pu AlertVavg=1.026412 pu | TotalPower=-3597.77 kW, -1701.92 kvar | Pub=0.035978+j0.017019 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.026568 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000375 t_granted=1.240s (t_req=1.240s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.026568 pu ang=-1.861198 deg | DistBus=650 Vavg=1.026412 pu Va=1.026385 pu Vb=1.026444 pu Vc=1.026405 pu Vpos=1.026412 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.026412 pu AlertVpos=1.026412 pu AlertVavg=1.026412 pu | TotalPower=-3597.65 kW, -1701.82 kvar | Pub=0.035976+j0.017018 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.026568 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000376 t_granted=1.240s (t_req=1.245s, dt=0.005s) state=ITERATING | Vupdate=True V=1.026731 pu ang=-1.865594 deg | DistBus=650 Vavg=1.026575 pu Va=1.026548 pu Vb=1.026607 pu Vc=1.026568 pu Vpos=1.026575 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.026575 pu AlertVpos=1.026575 pu AlertVavg=1.026575 pu | TotalPower=-3597.98 kW, -1701.72 kvar | Pub=0.035980+j0.017017 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.026731 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000377 t_granted=1.245s (t_req=1.245s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.026731 pu ang=-1.865594 deg | DistBus=650 Vavg=1.026575 pu Va=1.026548 pu Vb=1.026607 pu Vc=1.026568 pu Vpos=1.026575 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.026575 pu AlertVpos=1.026575 pu AlertVavg=1.026575 pu | TotalPower=-3597.86 kW, -1701.62 kvar | Pub=0.035979+j0.017016 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.026731 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
