t_granted,feeder,iter,state,vupdate,source_v_pu,source_ang_deg,dist_bus,vavg_pu,va_pu,vb_pu,vc_pu,vpos_pu,alert_signal,alert_bus,alert_v_pu,alert_vpos_pu,alert_vavg_pu,fidvr_stage,tx_v_pu,motor_p_scale,motor_q_scale,caps_status,caps_on,cap_fraction,tap_pu,restore_frac,thermal_restore_frac,motor_slip_avg,motor_slip_max,motor_pf_avg,motor_running_groups,motor_stalled_groups,motor_tripped_groups,motor_restoring_groups,motor_contactor_open_groups,motor_thermal_trip_groups,motor_locked_out_groups,dynamics_enabled,tap_reg1,tap_reg2,tap_reg3,cap1_state,cap1_enabled,cap2_state,cap2_enabled,fidvr_stage_effective
1.491,1,919,NEXT_STEP,False,1.010982,-12.566665,675,0.881533,0.81404,0.999261,0.831298,0.881233,dist_bus,675,0.881233,0.881233,0.881533,STALLED_MOTORS,1.010982,3.158,13.704,on,True,1.0,1.05,0.0,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.494,1,921,NEXT_STEP,False,1.010985,-12.589667,675,0.881535,0.814042,0.999263,0.8313,0.881235,dist_bus,675,0.881235,0.881235,0.881535,STALLED_MOTORS,1.010985,3.158,13.704,on,True,1.0,1.05,0.0,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.497,1,923,NEXT_STEP,False,1.010984,-12.612867,675,0.881535,0.814042,0.999262,0.831299,0.881234,dist_bus,675,0.881234,0.881234,0.881535,STALLED_MOTORS,1.010984,3.158,13.704,on,True,1.0,1.05,0.0,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.5,1,925,NEXT_STEP,False,1.010981,-12.636257,675,0.881533,0.814041,0.99926,0.831298,0.881233,dist_bus,675,0.881233,0.881233,0.881533,STALLED_MOTORS,1.010981,3.158,13.704,on,True,1.0,1.05,0.0,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.503,1,927,NEXT_STEP,False,1.010976,-12.659839,675,0.88153,0.814038,0.999255,0.831295,0.881229,dist_bus,675,0.881229,0.881229,0.88153,STALLED_MOTORS,1.010976,3.158,13.704,on,True,1.0,1.05,0.0,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.506,1,929,NEXT_STEP,False,1.010968,-12.68361,675,0.881524,0.814034,0.999248,0.831291,0.881224,dist_bus,675,0.881224,0.881224,0.881524,STALLED_MOTORS,1.010968,3.158,13.704,on,True,1.0,1.05,0.0,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.509,1,931,NEXT_STEP,False,1.010957,-12.707567,675,0.881517,0.814028,0.999239,0.831284,0.881217,dist_bus,675,0.881217,0.881217,0.881517,STALLED_MOTORS,1.010957,3.158,13.704,on,True,1.0,1.05,0.0,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.512,1,933,NEXT_STEP,False,1.010944,-12.731705,675,0.881508,0.814021,0.999227,0.831277,0.881208,dist_bus,675,0.881208,0.881208,0.881508,STALLED_MOTORS,1.010944,3.157,13.703,on,True,1.0,1.05,0.0,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.515,1,935,NEXT_STEP,False,1.010928,-12.756025,675,0.881498,0.814012,0.999213,0.831268,0.881197,dist_bus,675,0.881197,0.881197,0.881498,STALLED_MOTORS,1.010928,3.157,13.703,on,True,1.0,1.05,0.0,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.518,1,937,NEXT_STEP,False,1.01091,-12.780523,675,0.881485,0.814002,0.999197,0.831257,0.881185,dist_bus,675,0.881185,0.881185,0.881485,STALLED_MOTORS,1.01091,3.157,13.703,on,True,1.0,1.05,0.0,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.521,1,939,NEXT_STEP,False,1.010889,-12.805196,675,0.881471,0.81399,0.999179,0.831245,0.881171,dist_bus,675,0.881171,0.881171,0.881471,STALLED_MOTORS,1.010889,3.157,13.702,on,True,1.0,1.05,0.0,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.524,1,941,NEXT_STEP,False,1.010867,-12.830043,675,0.883626,0.812747,1.008063,0.830068,0.88327,dist_bus,675,0.88327,0.88327,0.883626,STALLED_MOTORS,1.010867,3.107,13.428,on,True,1.0,1.05,0.017,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.527,1,943,NEXT_STEP,False,1.010842,-12.855062,675,0.88343,0.813072,1.006825,0.830393,0.883083,dist_bus,675,0.883083,0.883083,0.88343,STALLED_MOTORS,1.010842,3.114,13.461,on,True,1.0,1.05,0.017,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.53,1,945,NEXT_STEP,False,1.01103,-12.877197,675,0.88356,0.813236,1.00686,0.830584,0.883214,dist_bus,675,0.883214,0.883214,0.88356,STALLED_MOTORS,1.01103,3.116,13.467,on,True,1.0,1.05,0.017,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.533,1,947,NEXT_STEP,False,1.010993,-12.902675,675,0.883551,0.813247,1.006804,0.830603,0.883206,dist_bus,675,0.883206,0.883206,0.883551,STALLED_MOTORS,1.010993,3.115,13.465,on,True,1.0,1.05,0.017,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.536,1,949,NEXT_STEP,False,1.010957,-12.928209,675,0.883529,0.813232,1.006766,0.830589,0.883184,dist_bus,675,0.883184,0.883184,0.883529,STALLED_MOTORS,1.010957,3.115,13.464,on,True,1.0,1.05,0.017,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.539,1,951,NEXT_STEP,False,1.010926,-12.953789,675,0.884678,0.812658,1.011539,0.829837,0.884301,dist_bus,675,0.884301,0.884301,0.884678,STALLED_MOTORS,1.010926,3.067,13.197,on,True,1.0,1.05,0.033,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.542,1,953,NEXT_STEP,False,1.010893,-12.979502,675,0.884506,0.812817,1.010649,0.830052,0.884135,dist_bus,675,0.884135,0.884135,0.884506,STALLED_MOTORS,1.010893,3.072,13.221,on,True,1.0,1.05,0.033,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.545,1,955,NEXT_STEP,False,1.011053,-13.002528,675,0.884612,0.81293,1.010698,0.830207,0.884241,dist_bus,675,0.884241,0.884241,0.884612,STALLED_MOTORS,1.011053,3.073,13.226,on,True,1.0,1.05,0.033,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.548,1,957,NEXT_STEP,False,1.01101,-13.028685,675,0.884596,0.812927,1.010644,0.830216,0.884226,dist_bus,675,0.884226,0.884226,0.884596,STALLED_MOTORS,1.01101,3.073,13.224,on,True,1.0,1.05,0.033,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.551,1,959,NEXT_STEP,False,1.010967,-13.054913,675,0.884568,0.812906,1.010601,0.830198,0.884198,dist_bus,675,0.884198,0.884198,0.884568,STALLED_MOTORS,1.010967,3.072,13.223,on,True,1.0,1.05,0.033,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.554,1,961,NEXT_STEP,False,1.010927,-13.081194,675,0.884541,0.812883,1.010565,0.830176,0.884171,dist_bus,675,0.884171,0.884171,0.884541,STALLED_MOTORS,1.010927,3.072,13.222,on,True,1.0,1.05,0.033,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.557,1,963,NEXT_STEP,False,1.010886,-13.107629,675,0.884513,0.812859,1.010528,0.830152,0.884143,dist_bus,675,0.884143,0.884143,0.884513,STALLED_MOTORS,1.010886,3.072,13.221,on,True,1.0,1.05,0.033,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.56,1,965,NEXT_STEP,False,1.010842,-13.134221,675,0.884483,0.812834,1.010488,0.830126,0.884113,dist_bus,675,0.884113,0.884113,0.884483,STALLED_MOTORS,1.010842,3.072,13.22,on,True,1.0,1.05,0.033,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.563,1,967,NEXT_STEP,False,1.010797,-13.160962,675,0.884452,0.812809,1.010447,0.8301,0.884082,dist_bus,675,0.884082,0.884082,0.884452,STALLED_MOTORS,1.010797,3.072,13.219,on,True,1.0,1.05,0.033,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.566,1,969,NEXT_STEP,False,1.010749,-13.187854,675,0.884419,0.812782,1.010404,0.830071,0.884049,dist_bus,675,0.884049,0.884049,0.884419,STALLED_MOTORS,1.010749,3.071,13.218,on,True,1.0,1.05,0.033,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.569,1,971,NEXT_STEP,False,1.010699,-13.214891,675,0.884385,0.812753,1.010359,0.830042,0.884015,dist_bus,675,0.884015,0.884015,0.884385,STALLED_MOTORS,1.010699,3.071,13.217,on,True,1.0,1.05,0.033,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.572,1,973,NEXT_STEP,False,1.010647,-13.242072,675,0.884349,0.812724,1.010312,0.830011,0.883979,dist_bus,675,0.883979,0.883979,0.884349,STALLED_MOTORS,1.010647,3.071,13.216,on,True,1.0,1.05,0.033,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.575,1,975,NEXT_STEP,False,1.010594,-13.269395,675,0.884313,0.812694,1.010264,0.82998,0.883943,dist_bus,675,0.883943,0.883943,0.884313,STALLED_MOTORS,1.010594,3.071,13.215,on,True,1.0,1.05,0.033,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.578,1,977,NEXT_STEP,False,1.010538,-13.29686,675,0.886224,0.811709,1.018199,0.828766,0.885798,dist_bus,675,0.885798,0.885798,0.886224,STALLED_MOTORS,1.010538,3.026,12.963,on,True,1.0,1.05,0.05,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.581,1,979,NEXT_STEP,False,1.010481,-13.324461,675,0.885819,0.812001,1.016315,0.82914,0.885407,dist_bus,675,0.885407,0.885407,0.885819,STALLED_MOTORS,1.010481,3.038,13.016,on,True,1.0,1.05,0.05,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.584,1,981,NEXT_STEP,True,1.010778,-13.373916,675,0.885996,0.812194,1.016379,0.829416,0.885586,dist_bus,675,0.885586,0.885586,0.885996,STALLED_MOTORS,1.010778,3.041,13.027,on,True,1.0,1.05,0.05,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.617,1,982,NEXT_STEP,False,1.010778,-13.373916,675,0.886054,0.812276,1.016326,0.829559,0.885644,dist_bus,675,0.885644,0.885644,0.886054,STALLED_MOTORS,1.010778,3.04,13.022,on,True,1.0,1.05,0.05,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.62,1,984,NEXT_STEP,True,1.009934,-13.716352,675,0.885498,0.811848,1.015559,0.829087,0.885089,dist_bus,675,0.885089,0.885089,0.885498,STALLED_MOTORS,1.009934,3.035,13.002,on,True,1.0,1.05,0.05,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.653,1,985,NEXT_STEP,False,1.009934,-13.716352,675,0.885438,0.811738,1.015594,0.828983,0.885028,dist_bus,675,0.885028,0.885028,0.885438,STALLED_MOTORS,1.009934,3.036,13.008,on,True,1.0,1.05,0.05,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.656,1,987,NEXT_STEP,True,1.008885,-14.074151,675,0.884774,0.811253,1.014608,0.82846,0.884365,dist_bus,675,0.884365,0.884365,0.884774,STALLED_MOTORS,1.008885,3.03,12.98,on,True,1.0,1.05,0.05,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.689,1,988,NEXT_STEP,False,1.008885,-14.074151,675,0.884711,0.811135,1.014636,0.828362,0.884302,dist_bus,675,0.884302,0.884302,0.884711,STALLED_MOTORS,1.008885,3.031,12.986,on,True,1.0,1.05,0.05,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.692,1,990,NEXT_STEP,True,1.007656,-14.444014,675,0.883931,0.810565,1.013484,0.827745,0.883524,dist_bus,675,0.883524,0.883524,0.883931,STALLED_MOTORS,1.007656,3.024,12.954,on,True,1.0,1.05,0.05,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.725,1,991,NEXT_STEP,False,1.007656,-14.444014,675,0.884005,0.81122,1.013304,0.827492,0.883602,dist_bus,675,0.883602,0.883602,0.884005,STALLED_MOTORS,1.007656,2.988,12.734,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.728,1,993,NEXT_STEP,True,1.00633,-14.82201,675,0.883144,0.810423,1.012133,0.826876,0.882741,dist_bus,675,0.882741,0.882741,0.883144,STALLED_MOTORS,1.00633,2.98,12.702,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.761,1,994,NEXT_STEP,False,1.00633,-14.82201,675,0.883042,0.810112,1.012225,0.826789,0.882637,dist_bus,675,0.882637,0.882637,0.883042,STALLED_MOTORS,1.00633,2.983,12.711,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.764,1,996,NEXT_STEP,True,1.004892,-15.205499,675,0.882134,0.809483,1.01086,0.826058,0.881731,dist_bus,675,0.881731,0.881731,0.882134,STALLED_MOTORS,1.004892,2.974,12.674,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.797,1,997,NEXT_STEP,False,1.004892,-15.205499,675,0.882049,0.809352,1.010888,0.825907,0.881646,dist_bus,675,0.881646,0.881646,0.882049,STALLED_MOTORS,1.004892,2.976,12.681,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.8,1,999,NEXT_STEP,True,1.00341,-15.591187,675,0.881108,0.808659,1.009497,0.825169,0.880707,dist_bus,675,0.880707,0.880707,0.881108,STALLED_MOTORS,1.00341,2.967,12.644,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.833,1,1000,NEXT_STEP,False,1.00341,-15.591187,675,0.881018,0.808486,1.00954,0.825028,0.880616,dist_bus,675,0.880616,0.880616,0.881018,STALLED_MOTORS,1.00341,2.969,12.652,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.836,1,1002,NEXT_STEP,True,1.001931,-15.976156,675,0.88008,0.807803,1.008148,0.824288,0.87968,dist_bus,675,0.87968,0.87968,0.88008,STALLED_MOTORS,1.001931,2.96,12.614,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.869,1,1003,NEXT_STEP,False,1.001931,-15.976156,675,0.87999,0.807638,1.008187,0.824144,0.879589,dist_bus,675,0.879589,0.879589,0.87999,STALLED_MOTORS,1.001931,2.962,12.622,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.872,1,1005,NEXT_STEP,True,1.000496,-16.357802,675,0.87908,0.806975,1.006836,0.823428,0.878681,dist_bus,675,0.878681,0.878681,0.87908,STALLED_MOTORS,1.000496,2.954,12.585,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.905,1,1006,NEXT_STEP,False,1.000496,-16.357802,675,0.878992,0.806813,1.006875,0.823288,0.878592,dist_bus,675,0.878592,0.878592,0.878992,STALLED_MOTORS,1.000496,2.956,12.593,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.908,1,1008,NEXT_STEP,True,0.999141,-16.733845,675,0.878132,0.806188,1.005598,0.822612,0.877735,dist_bus,675,0.877735,0.877735,0.878132,STALLED_MOTORS,0.999141,2.948,12.558,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.941,1,1009,NEXT_STEP,False,0.999141,-16.733845,675,0.87805,0.806036,1.005634,0.822481,0.877651,dist_bus,675,0.877651,0.877651,0.87805,STALLED_MOTORS,0.999141,2.95,12.566,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.944,1,1011,NEXT_STEP,True,0.9979,-17.102393,675,0.877263,0.805463,1.004463,0.821861,0.876866,dist_bus,675,0.876866,0.876866,0.877263,STALLED_MOTORS,0.9979,2.942,12.534,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.977,1,1012,NEXT_STEP,False,0.9979,-17.102393,675,0.877187,0.805325,1.004496,0.821741,0.87679,dist_bus,675,0.87679,0.87679,0.877187,STALLED_MOTORS,0.9979,2.944,12.54,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
1.98,1,1014,NEXT_STEP,True,0.996798,-17.461992,675,0.876488,0.804817,1.003456,0.821192,0.876092,dist_bus,675,0.876092,0.876092,0.876488,STALLED_MOTORS,0.996798,2.937,12.512,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.013,1,1015,NEXT_STEP,False,0.996798,-17.461992,675,0.876421,0.804694,1.003485,0.821085,0.876025,dist_bus,675,0.876025,0.876025,0.876421,STALLED_MOTORS,0.996798,2.939,12.518,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.016,1,1017,NEXT_STEP,True,0.995851,-17.811654,675,0.875821,0.804258,1.002591,0.820614,0.875426,dist_bus,675,0.875426,0.875426,0.875821,STALLED_MOTORS,0.995851,2.933,12.494,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.049,1,1018,NEXT_STEP,False,0.995851,-17.811654,675,0.875764,0.804153,1.002616,0.820522,0.875367,dist_bus,675,0.875367,0.875367,0.875764,STALLED_MOTORS,0.995851,2.934,12.499,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.052,1,1020,NEXT_STEP,True,0.995068,-18.150857,675,0.875268,0.803794,1.001876,0.820134,0.874873,dist_bus,675,0.874873,0.874873,0.875268,STALLED_MOTORS,0.995068,2.93,12.479,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.085,1,1021,NEXT_STEP,False,0.995068,-18.150857,675,0.87522,0.803706,1.001896,0.820057,0.874824,dist_bus,675,0.874824,0.874824,0.87522,STALLED_MOTORS,0.995068,2.931,12.483,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.088,1,1023,NEXT_STEP,True,0.994447,-18.47953,675,0.874827,0.803422,1.001309,0.81975,0.874433,dist_bus,675,0.874433,0.874433,0.874827,STALLED_MOTORS,0.994447,2.927,12.467,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.121,1,1024,NEXT_STEP,False,0.994447,-18.47953,675,0.874789,0.803353,1.001324,0.819689,0.874394,dist_bus,675,0.874394,0.874394,0.874789,STALLED_MOTORS,0.994447,2.928,12.47,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.124,1,1026,NEXT_STEP,True,0.99398,-18.798009,675,0.874494,0.80314,1.000883,0.819459,0.8741,dist_bus,675,0.8741,0.8741,0.874494,STALLED_MOTORS,0.99398,2.925,12.458,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.157,1,1027,NEXT_STEP,False,0.99398,-18.798009,675,0.874465,0.803088,1.000894,0.819413,0.874071,dist_bus,675,0.874071,0.874071,0.874465,STALLED_MOTORS,0.99398,2.926,12.461,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.16,1,1029,NEXT_STEP,True,0.993652,-19.106967,675,0.874259,0.80294,1.000584,0.819253,0.873865,dist_bus,675,0.873865,0.873865,0.874259,STALLED_MOTORS,0.993652,2.924,12.452,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.193,1,1030,NEXT_STEP,False,0.993652,-19.106967,675,0.874238,0.802903,1.000591,0.81922,0.873844,dist_bus,675,0.873844,0.873844,0.874238,STALLED_MOTORS,0.993652,2.924,12.454,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.196,1,1032,NEXT_STEP,True,0.993442,-19.40733,675,0.874107,0.802809,1.000392,0.819118,0.873713,dist_bus,675,0.873713,0.873713,0.874107,STALLED_MOTORS,0.993442,2.923,12.448,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.229,1,1033,NEXT_STEP,False,0.993442,-19.40733,675,0.874094,0.802786,1.000397,0.819098,0.8737,dist_bus,675,0.8737,0.8737,0.874094,STALLED_MOTORS,0.993442,2.923,12.45,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.232,1,1035,NEXT_STEP,True,0.993329,-19.700238,675,0.874023,0.802736,1.00029,0.819044,0.873629,dist_bus,675,0.873629,0.873629,0.874023,STALLED_MOTORS,0.993329,2.922,12.447,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.265,1,1036,NEXT_STEP,False,0.993329,-19.700238,675,0.874016,0.802724,1.000292,0.819032,0.873622,dist_bus,675,0.873622,0.873622,0.874016,STALLED_MOTORS,0.993329,2.923,12.447,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.268,1,1038,NEXT_STEP,True,0.993288,-19.986911,675,0.873991,0.802707,1.000253,0.819014,0.873598,dist_bus,675,0.873598,0.873598,0.873991,STALLED_MOTORS,0.993288,2.922,12.446,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.301,1,1039,NEXT_STEP,False,0.993288,-19.986911,675,0.873989,0.802703,1.000254,0.81901,0.873595,dist_bus,675,0.873595,0.873595,0.873989,STALLED_MOTORS,0.993288,2.922,12.446,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.304,1,1041,NEXT_STEP,True,0.993297,-20.268585,675,0.873996,0.802709,1.000262,0.819016,0.873602,dist_bus,675,0.873602,0.873602,0.873996,STALLED_MOTORS,0.993297,2.922,12.446,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.337,1,1042,NEXT_STEP,False,0.993297,-20.268585,675,0.873996,0.802709,1.000261,0.819017,0.873602,dist_bus,675,0.873602,0.873602,0.873996,STALLED_MOTORS,0.993297,2.922,12.446,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.34,1,1044,NEXT_STEP,True,0.993333,-20.546451,675,0.874019,0.802727,1.000295,0.819036,0.873625,dist_bus,675,0.873625,0.873625,0.874019,STALLED_MOTORS,0.993333,2.923,12.447,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.373,1,1045,NEXT_STEP,False,0.993333,-20.546451,675,0.874021,0.802731,1.000294,0.819039,0.873627,dist_bus,675,0.873627,0.873627,0.874021,STALLED_MOTORS,0.993333,2.923,12.447,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
2.376,1,1047,NEXT_STEP,True,0.99338,-20.821598,675,0.874051,0.802753,1.000338,0.819063,0.873657,dist_bus,675,0.873657,0.873657,0.874051,STALLED_MOTORS,0.99338,2.923,12.448,on,True,1.0,1.05,0.067,0.0,,,,0,12,0,0,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,STALLED_MOTORS
